hasPeak.An_rpdA_20h_HA_1	hasPeak.An_rpdA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0051301	cell division	53	53/3573	AN5057/AN4963/AN4706/AN4685/AN4667/AN4566/AN4501/AN4496/AN8862/AN8831/AN9504/AN11032/AN8244/AN4182/AN4085/AN3735/AN3729/AN3622/AN7032/AN7576/AN6150/AN5934/AN5885/AN5822/AN5815/AN6542/AN6685/AN6688/AN1324/AN1171/AN1025/AN0988/AN0655/AN0410/AN10061/AN0135/AN0118/AN0113/AN8879/AN1521/AN1560/AN1713/AN1875/AN2067/AN2126/AN2128/AN2484/AN3095/AN2886/AN10635/AN5740/AN5686/AN5518
TRUE	TRUE	4	GO:0051651	maintenance of location in cell	12	12/3573	AN4963/AN4685/AN4528/AN4501/AN7185/AN7698/AN7757/AN5915/AN5829/AN0607/AN5682/AN5579
TRUE	TRUE	4	GO:0051716	cellular response to stimulus	469	469/3573	AN5057/AN5020/AN5010/AN10621/AN11773/AN4987/AN4935/AN4923/AN4915/AN10614/AN4897/AN4891/AN4818/AN4785/AN4783/AN4782/AN4758/AN4745/AN4743/AN4733/AN4716/AN4707/AN4702/AN4695/AN4685/AN4674/AN4668/AN4667/AN4571/AN4570/AN4563/AN4558/AN4552/AN4546/AN4517/AN4501/AN4483/AN4479/AN4467/AN10557/AN4462/AN4447/AN4439/AN4419/AN4390/AN4389/AN4376/AN4369/AN4365/AN4322/AN4310/AN4301/AN8869/AN8863/AN8862/AN8847/AN8842/AN8837/AN8831/AN8805/AN8793/AN8782/AN8753/AN9504/AN8712/AN8692/AN8690/AN8672/AN8643/AN7895/AN7994/AN11032/AN8041/AN8078/AN8168/AN8170/AN8234/AN8251/AN8262/AN8269/AN4283/AN4255/AN10518/AN10523/AN4202/AN4189/AN4182/AN4171/AN4169/AN4167/AN4163/AN4159/AN4086/AN4085/AN4080/AN4053/AN4042/AN4014/AN3973/AN3954/AN3947/AN3946/AN3941/AN3934/AN3909/AN3879/AN3842/AN3829/AN12478/AN3817/AN3814/AN3793/AN3787/AN10442/AN3745/AN3735/AN3729/AN3725/AN3719/AN3688/AN3675/AN10434/AN3644/AN3642/AN3636/AN3622/AN3607/AN3592/AN3587/AN3583/AN3581/AN10420/AN3506/AN7388/AN7325/AN7303/AN7296/AN7252/AN9492/AN7170/AN7169/AN10902/AN7146/AN7103/AN7030/AN7029/AN7028/AN6982/AN7423/AN7435/AN7436/AN7439/AN7464/AN7465/AN7468/AN7485/AN10956/AN7506/AN7513/AN7563/AN7567/AN7572/AN7576/AN10949/AN7632/AN11994/AN7657/AN7661/AN7698/AN7729/AN7743/AN11008/AN7753/AN7799/AN6400/AN6330/AN6318/AN6300/AN6249/AN6243/AN6231/AN6221/AN6210/AN6207/AN12054/AN6195/AN6147/AN6129/AN6120/AN6118/AN6070/AN12017/AN6064/AN6045/AN6044/AN6010/AN5999/AN5991/AN5985/AN5975/AN10763/AN5973/AN10755/AN5918/AN5893/AN5888/AN5886/AN5885/AN5865/AN5860/AN5832/AN5824/AN5823/AN5822/AN5815/AN5814/AN5803/AN6487/AN6505/AN6506/AN6517/AN6542/AN6543/AN6566/AN6568/AN6570/AN6590/AN6696/AN6730/AN6731/AN6849/AN10854/AN6892/AN6893/AN12491/AN6920/AN6923/AN9339/AN9340/AN9397/AN9398/AN9408/AN1401/AN1396/AN1377/AN1367/AN1358/AN1345/AN1339/AN1334/AN10171/AN1283/AN1274/AN1272/AN1232/AN1189/AN1182/AN1168/AN1166/AN1139/AN1131/AN1126/AN1085/AN1052/AN1039/AN1037/AN1025/AN1017/AN0999/AN0988/AN0978/AN0931/AN0927/AN0914/AN0893/AN0879/AN0872/AN0858/AN0827/AN0797/AN0771/AN0766/AN0757/AN0733/AN0687/AN0664/AN0655/AN0651/AN0641/AN0634/AN0609/AN0607/AN0595/AN0582/AN0554/AN10080/AN0451/AN0449/AN0423/AN0411/AN0410/AN0408/AN0363/AN0351/AN0316/AN0305/AN0304/AN0297/AN0295/AN10063/AN0279/AN0241/AN0240/AN10030/AN0235/AN0228/AN0182/AN0179/AN0170/AN0163/AN0134/AN0118/AN0113/AN0112/AN0106/AN0091/AN0081/AN9008/AN12473/AN1416/AN1428/AN1491/AN1518/AN1519/AN1539/AN1546/AN1547/AN1555/AN1560/AN1573/AN1624/AN10220/AN1632/AN1639/AN1652/AN1661/AN10223/AN10227/AN1697/AN1731/AN1769/AN1797/AN1800/AN1812/AN1844/AN1923/AN1932/AN1984/AN1989/AN2005/AN2011/AN2062/AN2067/AN2072/AN2099/AN2130/AN2163/AN2172/AN2210/AN2240/AN2246/AN10280/AN12476/AN2269/AN2276/AN2278/AN2285/AN2300/AN2304/AN2332/AN2430/AN2435/AN2446/AN2474/AN2480/AN2489/AN2491/AN2503/AN2516/AN11961/AN2581/AN11932/AN9090/AN3468/AN3450/AN3441/AN3438/AN3422/AN3368/AN3214/AN3163/AN3150/AN3113/AN3102/AN3101/AN3095/AN3092/AN3090/AN11705/AN3085/AN3067/AN2997/AN11694/AN2968/AN10351/AN2962/AN2944/AN2919/AN2911/AN2903/AN2855/AN2846/AN2761/AN2742/AN2740/AN2731/AN8414/AN8489/AN8502/AN8540/AN5114/AN5119/AN5129/AN5131/AN10635/AN5148/AN5159/AN5200/AN5210/AN10709/AN5787/AN5768/AN5757/AN5755/AN5747/AN5746/AN5740/AN5726/AN5722/AN5712/AN5677/AN5660/AN5643/AN5635/AN5632/AN5627/AN5604/AN5574/AN5564/AN5563/AN5523/AN5494/AN5493/AN5447/AN5404/AN5378/AN5341/AN5296/AN5278
TRUE	TRUE	4	GO:0061919	process utilizing autophagic mechanism	41	41/3573	AN4915/AN4666/AN4493/AN4419/AN4416/AN4189/AN4014/AN3879/AN3675/AN7428/AN7464/AN10956/AN7572/AN11004/AN6360/AN6351/AN12017/AN6629/AN1339/AN1334/AN10171/AN1126/AN1017/AN0914/AN0445/AN10030/AN0182/AN0127/AN1632/AN1760/AN1973/AN2076/AN2246/AN2280/AN9086/AN3470/AN2903/AN5131/AN10637/AN5491/AN5442
TRUE	TRUE	4	GO:0071554	cell wall organization or biogenesis	93	93/3573	AN5076/AN5011/AN4873/AN4716/AN4566/AN4515/AN4501/AN4419/AN4390/AN10550/AN8848/AN8842/AN7993/AN8117/AN4234/AN4189/AN4169/AN4167/AN4163/AN3914/AN3841/AN3730/AN3729/AN3719/AN3583/AN7149/AN7032/AN7464/AN7505/AN7511/AN7533/AN7576/AN7610/AN7657/AN7698/AN7700/AN7847/AN6405/AN6341/AN6318/AN6317/AN10763/AN5885/AN6487/AN6542/AN6566/AN6589/AN6664/AN6733/AN9380/AN1358/AN1189/AN1168/AN1069/AN1017/AN0933/AN0931/AN0667/AN0636/AN0558/AN0452/AN0241/AN0235/AN0106/AN11152/AN1555/AN1573/AN1950/AN2062/AN2067/AN2172/AN2269/AN2303/AN10311/AN2516/AN2582/AN3441/AN3422/AN3368/AN3294/AN3152/AN3148/AN10367/AN3113/AN3095/AN2984/AN11694/AN10709/AN5746/AN5740/AN5660/AN5619/AN5586
TRUE	TRUE	4	GO:0071804	cellular potassium ion transport	3	3/3573	AN8029/AN7250/AN1628
TRUE	TRUE	4	GO:0140029	exocytic process	7	7/3573	AN8862/AN6210/AN6493/AN1002/AN0462/AN2418/AN2518
TRUE	TRUE	4	GO:1990748	cellular detoxification	14	14/3573	AN4517/AN4301/AN8782/AN3581/AN7169/AN7632/AN7729/AN6045/AN5918/AN0408/AN1639/AN12476/AN3150/AN2846
TRUE	TRUE	4	GO:0043609	regulation of carbon utilization	3	3/3573	AN10550/AN7610/AN6195
TRUE	TRUE	4	GO:0006808	regulation of nitrogen utilization	9	9/3573	AN8667/AN8168/AN3675/AN6221/AN1339/AN10019/AN0098/AN3255/AN2944
TRUE	TRUE	4	GO:0019676	ammonia assimilation cycle	3	3/3573	AN4376/AN4159/AN5134
TRUE	TRUE	4	GO:0045848	positive regulation of nitrogen utilization	1	1/3573	AN2944
TRUE	TRUE	4	GO:0000734	gene conversion at mating-type locus, DNA repair synthesis	1	1/3573	AN10755
TRUE	TRUE	4	GO:0000742	karyogamy involved in conjugation with cellular fusion	5	5/3573	AN6340/AN1333/AN0651/AN2062/AN2862
TRUE	TRUE	4	GO:0000743	nuclear migration involved in conjugation with cellular fusion	3	3/3573	AN0651/AN1475/AN2862
TRUE	TRUE	4	GO:0003006	developmental process involved in reproduction	141	141/3573	AN5028/AN10621/AN10610/AN4935/AN4878/AN4873/AN4783/AN4716/AN4702/AN4667/AN4570/AN4566/AN4563/AN4501/AN4483/AN4479/AN4419/AN4390/AN8741/AN9504/AN8605/AN7993/AN11032/AN8244/AN11063/AN8262/AN8282/AN4288/AN4263/AN10516/AN10515/AN4189/AN4169/AN4163/AN4096/AN3719/AN3634/AN3607/AN7296/AN7252/AN7185/AN7169/AN10902/AN7030/AN7007/AN7464/AN7513/AN7570/AN7572/AN7657/AN7661/AN7698/AN7743/AN6243/AN6231/AN6221/AN6197/AN6190/AN6150/AN10755/AN5836/AN6505/AN6542/AN6688/AN9380/AN9408/AN1402/AN1376/AN1370/AN1339/AN1222/AN1189/AN1171/AN1052/AN1017/AN0988/AN11891/AN0931/AN0928/AN0863/AN0807/AN0733/AN0721/AN0689/AN0651/AN0641/AN0640/AN0420/AN0410/AN0363/AN9450/AN0279/AN0182/AN0118/AN0098/AN0082/AN0081/AN0078/AN9008/AN10193/AN1491/AN1536/AN1539/AN1555/AN1661/AN10223/AN1800/AN1848/AN2009/AN2059/AN2071/AN2129/AN2269/AN2290/AN2419/AN10306/AN2489/AN2505/AN9121/AN3422/AN3416/AN3152/AN3148/AN3113/AN3095/AN3090/AN3036/AN2919/AN2742/AN2701/AN5156/AN5170/AN5759/AN5660/AN5651/AN5635/AN5619/AN5579/AN5523/AN5494/AN5457
TRUE	TRUE	4	GO:0007534	gene conversion at mating-type locus	3	3/3573	AN10621/AN7007/AN10755
TRUE	TRUE	4	GO:0022413	reproductive process in single-celled organism	54	54/3573	AN10621/AN10610/AN4935/AN4685/AN4566/AN4501/AN4419/AN4390/AN9504/AN8605/AN7993/AN11032/AN8282/AN4288/AN10516/AN4169/AN3719/AN7185/AN10902/AN7007/AN7570/AN7657/AN7743/AN10755/AN5836/AN6542/AN9380/AN1171/AN1017/AN0988/AN0931/AN0807/AN0651/AN0640/AN0410/AN0182/AN10193/AN1555/AN1661/AN1848/AN2071/AN2269/AN2419/AN2484/AN2489/AN3422/AN3148/AN3090/AN5759/AN5686/AN5635/AN5619/AN5579/AN5523
TRUE	TRUE	4	GO:0032220	plasma membrane fusion involved in cytogamy	1	1/3573	AN5686
TRUE	TRUE	4	GO:0044703	multi-organism reproductive process	141	141/3573	AN5028/AN10610/AN4935/AN4783/AN4702/AN4685/AN4570/AN4566/AN4501/AN4483/AN4419/AN4390/AN8825/AN8741/AN9504/AN8672/AN8605/AN7993/AN11032/AN11063/AN8262/AN4288/AN4263/AN10516/AN10515/AN4189/AN4182/AN4169/AN4163/AN3719/AN3688/AN3634/AN3607/AN3583/AN7388/AN7296/AN7252/AN7185/AN7169/AN10902/AN7030/AN7513/AN7533/AN7570/AN7657/AN7743/AN6340/AN6243/AN6231/AN6221/AN6197/AN6190/AN5973/AN5893/AN5836/AN5824/AN6487/AN6505/AN6542/AN6892/AN9380/AN9408/AN1402/AN1376/AN1339/AN1333/AN1222/AN1171/AN1052/AN1025/AN1017/AN0999/AN0988/AN11891/AN0931/AN0807/AN0733/AN0721/AN0651/AN0641/AN0640/AN0420/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0098/AN0082/AN0081/AN0078/AN9008/AN1475/AN10193/AN1491/AN1536/AN1539/AN1555/AN1573/AN1661/AN10223/AN10227/AN1848/AN2011/AN2059/AN2062/AN2071/AN2129/AN2130/AN2269/AN2290/AN2419/AN2430/AN10306/AN2484/AN2489/AN2505/AN9121/AN3422/AN3416/AN3152/AN3148/AN3095/AN3090/AN3036/AN2919/AN2862/AN2742/AN2701/AN5156/AN5170/AN5759/AN5686/AN5651/AN5635/AN5619/AN5579/AN5523/AN5517/AN5457
TRUE	TRUE	4	GO:0051037	regulation of transcription involved in meiotic cell cycle	4	4/3573	AN4493/AN7572/AN1546/AN2172
TRUE	TRUE	4	GO:0051321	meiotic cell cycle	112	112/3573	AN5057/AN5028/AN10621/AN4987/AN4969/AN10610/AN4940/AN4935/AN4570/AN4566/AN4563/AN4501/AN4493/AN4419/AN4390/AN4365/AN4360/AN9504/AN8605/AN7993/AN11032/AN8262/AN8282/AN4288/AN4263/AN10516/AN4182/AN4169/AN3946/AN3941/AN3719/AN3607/AN7296/AN7185/AN7169/AN10902/AN7423/AN7513/AN7570/AN7572/AN7657/AN6243/AN6197/AN6070/AN10763/AN10755/AN5836/AN5822/AN5815/AN6505/AN6542/AN9380/AN1399/AN1333/AN10171/AN1222/AN1171/AN1052/AN1017/AN0988/AN11891/AN0931/AN0807/AN0733/AN0721/AN0651/AN0640/AN0582/AN0420/AN0410/AN0363/AN10063/AN0182/AN0098/AN0091/AN0078/AN10193/AN1536/AN1546/AN1555/AN1560/AN1661/AN1797/AN1844/AN1848/AN2059/AN2071/AN2128/AN2148/AN2172/AN2269/AN2419/AN10306/AN2489/AN2505/AN9121/AN3422/AN3152/AN3148/AN3090/AN3067/AN2919/AN2911/AN2862/AN5170/AN5759/AN5635/AN5619/AN5579/AN5523/AN5494/AN5406
TRUE	TRUE	4	GO:0070871	cell wall organization involved in conjugation with cellular fusion	1	1/3573	AN7533
TRUE	TRUE	4	GO:0071507	pheromone response MAPK cascade	1	1/3573	AN3422
TRUE	TRUE	4	GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation	1	1/3573	AN8282
TRUE	TRUE	4	GO:1903046	meiotic cell cycle process	106	106/3573	AN5057/AN5028/AN10621/AN4969/AN10610/AN4940/AN4935/AN4570/AN4566/AN4563/AN4501/AN4493/AN4419/AN4390/AN4365/AN4360/AN9504/AN8605/AN7993/AN11032/AN8262/AN8282/AN4288/AN4263/AN10516/AN4182/AN4169/AN3946/AN3941/AN3719/AN3607/AN7296/AN7185/AN7169/AN10902/AN7423/AN7513/AN7570/AN7657/AN6243/AN6197/AN6070/AN10763/AN10755/AN5836/AN5822/AN5815/AN6505/AN6542/AN9380/AN1399/AN1333/AN1222/AN1171/AN1052/AN1017/AN0988/AN11891/AN0931/AN0807/AN0733/AN0721/AN0651/AN0640/AN0582/AN0420/AN0410/AN0363/AN10063/AN0182/AN0098/AN0091/AN0078/AN10193/AN1536/AN1555/AN1560/AN1661/AN1797/AN1848/AN2059/AN2071/AN2128/AN2148/AN2269/AN2419/AN10306/AN2489/AN2505/AN9121/AN3422/AN3152/AN3148/AN3090/AN3067/AN2919/AN2911/AN2862/AN5170/AN5759/AN5635/AN5619/AN5579/AN5523/AN5494/AN5406
TRUE	TRUE	4	GO:2000241	regulation of reproductive process	68	68/3573	AN5028/AN4987/AN4935/AN4563/AN4501/AN4493/AN4483/AN8741/AN8672/AN8605/AN8262/AN8282/AN4263/AN4182/AN4163/AN3941/AN3719/AN3688/AN3607/AN3583/AN7252/AN7169/AN7030/AN7698/AN7743/AN6243/AN10763/AN5973/AN5893/AN5836/AN5824/AN5822/AN5815/AN6487/AN6505/AN6566/AN6892/AN1339/AN1052/AN1025/AN1017/AN0999/AN0988/AN0807/AN0651/AN0641/AN0363/AN10063/AN0182/AN0091/AN0081/AN1573/AN1661/AN10227/AN1797/AN1800/AN2011/AN2059/AN2269/AN2430/AN9121/AN3422/AN3152/AN3090/AN2911/AN5170/AN5494/AN5457
TRUE	TRUE	4	GO:2000242	negative regulation of reproductive process	23	23/3573	AN4987/AN4935/AN4501/AN4493/AN4483/AN8262/AN4182/AN7169/AN6243/AN5893/AN5822/AN5815/AN1052/AN1017/AN0999/AN0363/AN10063/AN0091/AN1797/AN2430/AN2911/AN5170/AN5494
TRUE	TRUE	4	GO:2000243	positive regulation of reproductive process	50	50/3573	AN5028/AN4935/AN4563/AN4501/AN4483/AN8741/AN8672/AN8605/AN4263/AN4182/AN4163/AN3941/AN3719/AN3688/AN3607/AN3583/AN7252/AN7030/AN7698/AN7743/AN5973/AN5893/AN5836/AN5824/AN6487/AN6505/AN6566/AN6892/AN1052/AN1025/AN1017/AN0807/AN0651/AN0641/AN0363/AN0182/AN0081/AN1573/AN1661/AN10227/AN1800/AN2011/AN2269/AN2430/AN9121/AN3422/AN3152/AN3090/AN2911/AN5457
TRUE	TRUE	4	GO:0007155	cell adhesion	19	19/3573	AN4295/AN8041/AN4189/AN3725/AN7041/AN6230/AN6129/AN10763/AN6505/AN6570/AN1199/AN0817/AN0797/AN0182/AN10227/AN2489/AN9116/AN10367/AN2944
TRUE	TRUE	4	GO:0044406	adhesion of symbiont to host	6	6/3573	AN4515/AN4390/AN8041/AN6230/AN6487/AN0797
TRUE	TRUE	4	GO:0023051	regulation of signaling	57	57/3573	AN5057/AN4987/AN4935/AN4702/AN4546/AN4501/AN4369/AN4322/AN9504/AN8234/AN4189/AN4182/AN4085/AN10442/AN3735/AN3688/AN3622/AN7028/AN6982/AN7506/AN7513/AN6120/AN5973/AN5893/AN5824/AN6566/AN6590/AN6892/AN1377/AN1358/AN1345/AN10171/AN1283/AN0931/AN0651/AN0449/AN0182/AN0113/AN0112/AN1560/AN1661/AN2130/AN2246/AN2269/AN2430/AN3438/AN3422/AN3102/AN3095/AN3092/AN3090/AN2925/AN2911/AN5787/AN5755/AN5740/AN5660
TRUE	TRUE	4	GO:0023056	positive regulation of signaling	15	15/3573	AN5057/AN4501/AN4189/AN4182/AN1345/AN1283/AN0931/AN0182/AN1560/AN2269/AN3422/AN3102/AN3090/AN5740/AN5660
TRUE	TRUE	4	GO:0023057	negative regulation of signaling	21	21/3573	AN4987/AN4935/AN4546/AN4322/AN9504/AN4085/AN3622/AN6982/AN7506/AN5973/AN5893/AN6590/AN6892/AN1377/AN1358/AN10171/AN2246/AN2430/AN2911/AN5787/AN5755
TRUE	TRUE	4	GO:0001763	morphogenesis of a branching structure	2	2/3573	AN3719/AN7030
TRUE	TRUE	4	GO:0007275	multicellular organism development	90	90/3573	AN4935/AN4878/AN4783/AN4716/AN4702/AN4667/AN4563/AN4483/AN4479/AN8741/AN11032/AN8244/AN11063/AN4263/AN10515/AN4189/AN4163/AN4096/AN3719/AN3634/AN3607/AN7252/AN7185/AN7030/AN7464/AN7572/AN7661/AN7698/AN7743/AN6243/AN6231/AN6221/AN6190/AN6150/AN5836/AN6505/AN6688/AN9408/AN1402/AN1376/AN1370/AN1222/AN1189/AN1171/AN1052/AN1017/AN0988/AN0931/AN0928/AN0863/AN0689/AN0651/AN0641/AN0410/AN0363/AN9450/AN0279/AN0118/AN0098/AN0082/AN0081/AN9008/AN10193/AN1491/AN1536/AN1539/AN1661/AN10223/AN1800/AN1848/AN2009/AN2129/AN2269/AN2290/AN10306/AN2489/AN2505/AN3422/AN3416/AN3113/AN3095/AN3036/AN2742/AN2701/AN5156/AN5759/AN5660/AN5651/AN5494/AN5457
TRUE	TRUE	4	GO:0032922	circadian regulation of gene expression	2	2/3573	AN3607/AN0182
TRUE	TRUE	4	GO:0051239	regulation of multicellular organismal process	13	13/3573	AN4563/AN4483/AN8741/AN4163/AN7698/AN6243/AN5836/AN1052/AN0988/AN0641/AN0363/AN1800/AN5457
TRUE	TRUE	4	GO:0051240	positive regulation of multicellular organismal process	7	7/3573	AN8741/AN4163/AN7698/AN5836/AN0641/AN1800/AN5457
TRUE	TRUE	4	GO:0051241	negative regulation of multicellular organismal process	4	4/3573	AN4483/AN6243/AN1052/AN0363
TRUE	TRUE	4	GO:0009653	anatomical structure morphogenesis	149	149/3573	AN5028/AN5020/AN4987/AN10610/AN4935/AN4897/AN4874/AN4873/AN4871/AN4743/AN4706/AN4702/AN4674/AN4570/AN4566/AN4501/AN4493/AN4419/AN4390/AN4332/AN8862/AN8842/AN8831/AN8741/AN9504/AN8605/AN7993/AN11032/AN8262/AN4288/AN4264/AN4263/AN4214/AN10516/AN4189/AN4169/AN3719/AN3607/AN7297/AN7296/AN7250/AN7185/AN7169/AN10902/AN7032/AN7030/AN7513/AN7542/AN7570/AN7576/AN7657/AN7698/AN6318/AN6317/AN6243/AN6197/AN6190/AN6150/AN6125/AN5893/AN5836/AN6505/AN6542/AN6685/AN6731/AN6920/AN9380/AN1339/AN1334/AN1222/AN1182/AN1171/AN1168/AN1052/AN1037/AN1017/AN0999/AN0988/AN11891/AN0931/AN0807/AN0787/AN0733/AN0721/AN0651/AN0641/AN0640/AN0420/AN0410/AN0363/AN0316/AN10030/AN0186/AN0182/AN0134/AN0106/AN0098/AN0082/AN0081/AN0078/AN8945/AN1475/AN10193/AN1536/AN1555/AN1558/AN1560/AN1632/AN1661/AN1848/AN2059/AN2067/AN2071/AN10261/AN2269/AN2419/AN10306/AN2464/AN2489/AN2505/AN2516/AN9121/AN3470/AN3441/AN3422/AN3152/AN3148/AN3113/AN3090/AN2936/AN2919/AN2742/AN2701/AN5131/AN5169/AN5170/AN5776/AN5759/AN5757/AN5740/AN5726/AN5660/AN5635/AN5619/AN5586/AN5579/AN5523/AN5458/AN5457
TRUE	TRUE	4	GO:0007568	aging	18	18/3573	AN11910/AN4493/AN7572/AN6225/AN6542/AN10854/AN1324/AN0241/AN0182/AN1923/AN2130/AN2246/AN2464/AN9116/AN2925/AN5119/AN5129/AN5626
TRUE	TRUE	4	GO:0007571	age-dependent general metabolic decline	2	2/3573	AN7572/AN0241
TRUE	TRUE	4	GO:0009847	spore germination	29	29/3573	AN4896/AN4544/AN4501/AN8800/AN3846/AN3757/AN3719/AN7030/AN7619/AN6341/AN6125/AN6010/AN5885/AN5836/AN1052/AN1017/AN0914/AN10077/AN0363/AN0182/AN0129/AN0118/AN2269/AN2421/AN2911/AN2742/AN5726/AN5722/AN5494
TRUE	TRUE	4	GO:0048646	anatomical structure formation involved in morphogenesis	122	122/3573	AN5028/AN4987/AN10610/AN4935/AN4897/AN4873/AN4871/AN4743/AN4706/AN4702/AN4674/AN4570/AN4566/AN4501/AN4493/AN4419/AN4390/AN8831/AN8741/AN9504/AN8605/AN7993/AN11032/AN8262/AN4288/AN4264/AN4263/AN10516/AN4189/AN4169/AN3719/AN3607/AN7297/AN7296/AN7185/AN7169/AN10902/AN7032/AN7513/AN7542/AN7570/AN7657/AN6318/AN6243/AN6197/AN6190/AN6125/AN5893/AN5836/AN6505/AN6542/AN6731/AN6920/AN9380/AN1339/AN1222/AN1171/AN1052/AN1037/AN1017/AN0988/AN11891/AN0931/AN0807/AN0787/AN0733/AN0721/AN0651/AN0641/AN0640/AN0420/AN0410/AN0363/AN10030/AN0186/AN0182/AN0098/AN0082/AN0078/AN8945/AN10193/AN1536/AN1555/AN1560/AN1632/AN1661/AN1848/AN2059/AN2067/AN2071/AN10261/AN2269/AN2419/AN10306/AN2489/AN2505/AN9121/AN3470/AN3441/AN3422/AN3152/AN3148/AN3113/AN3090/AN2936/AN2919/AN2742/AN2701/AN5131/AN5169/AN5170/AN5776/AN5759/AN5740/AN5660/AN5635/AN5619/AN5586/AN5579/AN5523/AN5458/AN5457
TRUE	TRUE	4	GO:0043934	sporulation	157	157/3573	AN5028/AN5021/AN4987/AN10610/AN4935/AN4897/AN4873/AN4871/AN4716/AN4706/AN4695/AN4674/AN4570/AN4566/AN4563/AN4501/AN4493/AN4419/AN4390/AN8842/AN8741/AN9504/AN8605/AN7993/AN11032/AN8129/AN11063/AN8262/AN4288/AN4263/AN10516/AN10515/AN4189/AN4169/AN3719/AN3688/AN3607/AN7296/AN7185/AN7169/AN10902/AN7032/AN7030/AN6982/AN7464/AN7513/AN7542/AN7570/AN7657/AN7687/AN7757/AN6341/AN6318/AN6317/AN6243/AN6230/AN6197/AN6037/AN5893/AN5836/AN6505/AN6510/AN6542/AN6566/AN6589/AN6731/AN6920/AN9339/AN9380/AN1370/AN1324/AN1222/AN1189/AN1171/AN1168/AN1052/AN1037/AN1017/AN0988/AN11891/AN0931/AN0863/AN0807/AN0787/AN0733/AN0721/AN0651/AN0641/AN0640/AN0636/AN0453/AN0420/AN0410/AN0363/AN0279/AN10030/AN0186/AN0182/AN0098/AN0082/AN0081/AN0078/AN8945/AN10193/AN1491/AN1536/AN1539/AN1555/AN1560/AN1632/AN1661/AN1848/AN2009/AN2059/AN2067/AN2071/AN2129/AN2269/AN2419/AN2421/AN10306/AN2489/AN2505/AN2523/AN9121/AN3470/AN3441/AN3422/AN3416/AN3152/AN3148/AN3113/AN3095/AN3090/AN3036/AN2936/AN2919/AN2911/AN2742/AN2740/AN5131/AN10635/AN5156/AN5170/AN5759/AN5757/AN5755/AN5740/AN5726/AN5660/AN5635/AN5619/AN5586/AN5579/AN5523/AN5457/AN5296
TRUE	TRUE	4	GO:0044111	development involved in symbiotic interaction	3	3/3573	AN3583/AN10763/AN6505
TRUE	TRUE	4	GO:0048856	anatomical structure development	217	217/3573	AN5028/AN5021/AN5020/AN4987/AN10610/AN4935/AN4897/AN4878/AN4874/AN4873/AN4871/AN4783/AN4743/AN4716/AN4706/AN4702/AN4695/AN4674/AN4667/AN4570/AN4566/AN4563/AN4501/AN4493/AN4483/AN4479/AN4419/AN4390/AN4332/AN8862/AN8842/AN8831/AN8741/AN9504/AN8605/AN7993/AN11032/AN8129/AN8244/AN11063/AN8262/AN4288/AN4264/AN4263/AN4214/AN10516/AN10515/AN4189/AN4169/AN4163/AN4096/AN3719/AN3688/AN3634/AN3607/AN7297/AN7296/AN7252/AN7250/AN7185/AN7169/AN10902/AN7032/AN7030/AN7464/AN7513/AN7542/AN7570/AN7572/AN7576/AN7657/AN7661/AN7687/AN7698/AN7743/AN7757/AN6341/AN6318/AN6317/AN6243/AN6231/AN6230/AN6221/AN6197/AN6190/AN6150/AN6125/AN6037/AN5893/AN5836/AN6505/AN6510/AN6542/AN6566/AN6589/AN6685/AN6688/AN6731/AN6920/AN9339/AN9380/AN9408/AN1402/AN1376/AN1370/AN1339/AN1334/AN1324/AN1222/AN1189/AN1182/AN1171/AN1168/AN1052/AN1037/AN1017/AN0999/AN0988/AN11891/AN0931/AN0928/AN0863/AN0807/AN0787/AN0733/AN0721/AN0689/AN0651/AN0641/AN0640/AN0636/AN0420/AN0410/AN0363/AN0316/AN9450/AN0279/AN10030/AN0186/AN0182/AN0134/AN0118/AN0106/AN0098/AN0082/AN0081/AN0078/AN9008/AN8945/AN1475/AN10193/AN1491/AN1536/AN1539/AN1555/AN1558/AN1560/AN1632/AN1661/AN10223/AN1800/AN1848/AN2009/AN2059/AN2067/AN2071/AN10261/AN2129/AN2269/AN2290/AN2419/AN2421/AN10306/AN2464/AN2489/AN2505/AN2516/AN2523/AN9121/AN3470/AN3441/AN3422/AN3416/AN3152/AN3148/AN3113/AN3095/AN3090/AN3036/AN2936/AN2919/AN2911/AN2742/AN2740/AN2701/AN5131/AN10635/AN5156/AN5169/AN5170/AN5776/AN5759/AN5757/AN5755/AN5740/AN5726/AN5660/AN5651/AN5635/AN5619/AN5586/AN5579/AN5523/AN5494/AN5458/AN5457/AN5296
