hasPeak.An_ecoA_20h_HA_1	hasPeak.An_ecoA_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	FALSE	3	GO:0016043	cellular component organization	96	96/641	AN10614/AN4867/AN4863/AN4842/AN4731/AN4592/AN4475/AN4402/AN4360/AN4332/AN11131/AN8672/AN7993/AN7994/AN8187/AN11055/AN12344/AN8236/AN10527/AN10515/AN4182/AN4171/AN4052/AN3946/AN3710/AN3644/AN3632/AN3579/AN6988/AN7561/AN7571/AN7687/AN7707/AN6257/AN6255/AN6210/AN6150/AN6149/AN6125/AN6089/AN12017/AN6034/AN6033/AN6010/AN5953/AN6505/AN6542/AN6589/AN6920/AN6921/AN1369/AN1255/AN1227/AN1226/AN1223/AN1166/AN1066/AN0821/AN0745/AN0706/AN0643/AN0582/AN10063/AN0241/AN0235/AN0133/AN0126/AN0098/AN8874/AN1469/AN1511/AN1760/AN10237/AN2128/AN2266/AN2412/AN2418/AN2419/AN3363/AN3148/AN3147/AN3062/AN2995/AN2862/AN2687/AN5131/AN10637/AN5758/AN5747/AN5746/AN5726/AN5643/AN5588/AN5579/AN5482/AN5406
TRUE	FALSE	3	GO:0016458	gene silencing	7	7/641	AN7994/AN6505/AN1255/AN1226/AN5758/AN5747/AN5643
TRUE	FALSE	3	GO:0019725	cellular homeostasis	13	13/641	AN4402/AN4332/AN8689/AN7993/AN3644/AN3581/AN7436/AN7571/AN7661/AN1265/AN0241/AN2130/AN5563
TRUE	FALSE	3	GO:0022402	cell cycle process	40	40/641	AN4867/AN4360/AN7993/AN7994/AN8187/AN11055/AN8236/AN4182/AN3946/AN3710/AN3579/AN7169/AN10902/AN7707/AN6359/AN6150/AN5820/AN6505/AN6542/AN1223/AN1222/AN0582/AN10063/AN0126/AN0098/AN0055/AN2128/AN2130/AN2269/AN2412/AN2419/AN3363/AN3148/AN2862/AN2687/AN5195/AN5579/AN5574/AN5482/AN5406
TRUE	FALSE	3	GO:0022406	membrane docking	7	7/641	AN6210/AN6493/AN0821/AN0706/AN10061/AN2418/AN9149
TRUE	FALSE	3	GO:0030029	actin filament-based process	7	7/641	AN10515/AN4182/AN4171/AN7707/AN6542/AN2995/AN2687
TRUE	FALSE	3	GO:0032196	transposition	2	2/641	AN10127/AN2269
TRUE	FALSE	3	GO:0032940	secretion by cell	6	6/641	AN6210/AN6493/AN6542/AN10061/AN2418/AN5131
TRUE	FALSE	3	GO:0036166	phenotypic switching	2	2/641	AN6505/AN1226
TRUE	FALSE	3	GO:0043335	protein unfolding	1	1/641	AN6010
TRUE	FALSE	3	GO:0044764	multi-organism cellular process	11	11/641	AN8672/AN4182/AN4052/AN10902/AN6505/AN0098/AN2130/AN2269/AN2555/AN2862/AN5211
TRUE	FALSE	3	GO:0048522	positive regulation of cellular process	31	31/641	AN4785/AN11131/AN8858/AN8672/AN7994/AN4182/AN3919/AN6988/AN7542/AN7661/AN6010/AN5820/AN6505/AN6921/AN1303/AN1283/AN1265/AN1227/AN0241/AN1612/AN2130/AN2269/AN2555/AN3224/AN2996/AN2995/AN2862/AN5211/AN5747/AN5726/AN10682
TRUE	FALSE	3	GO:0048523	negative regulation of cellular process	27	27/641	AN10614/AN4546/AN4360/AN8858/AN7994/AN4182/AN3946/AN3919/AN7169/AN7506/AN6505/AN1272/AN1255/AN1227/AN1226/AN0707/AN10063/AN0241/AN1761/AN2128/AN2555/AN2995/AN2862/AN5758/AN5747/AN5643/AN5482
TRUE	FALSE	3	GO:0048869	cellular developmental process	34	34/641	AN5021/AN4867/AN4332/AN7993/AN11055/AN10515/AN7169/AN10902/AN7542/AN7687/AN7707/AN6150/AN6505/AN6542/AN6589/AN6920/AN1222/AN0241/AN0098/AN0055/AN8874/AN1612/AN2129/AN2130/AN2269/AN2412/AN2419/AN3148/AN2687/AN5131/AN5195/AN5726/AN5586/AN5579
TRUE	FALSE	3	GO:0050794	regulation of cellular process	98	98/641	AN10614/AN4867/AN4785/AN4745/AN4668/AN4546/AN4443/AN4402/AN4360/AN4329/AN10541/AN11131/AN8858/AN8672/AN8666/AN7896/AN7994/AN10515/AN4182/AN4171/AN4160/AN4096/AN3946/AN3919/AN10467/AN3755/AN3746/AN3581/AN9492/AN7189/AN7169/AN6988/AN7436/AN7506/AN7508/AN7542/AN11994/AN7661/AN6359/AN6210/AN12017/AN6010/AN5859/AN5820/AN6505/AN6542/AN6684/AN6790/AN6820/AN6828/AN6921/AN1370/AN1303/AN1283/AN1272/AN1265/AN1255/AN1227/AN1226/AN1126/AN10120/AN0707/AN10063/AN0241/AN0235/AN0098/AN0096/AN0055/AN1612/AN1720/AN1761/AN2046/AN2128/AN2129/AN2130/AN2269/AN2555/AN3438/AN3224/AN2996/AN2995/AN2862/AN2848/AN2725/AN2687/AN2667/AN5131/AN5195/AN5211/AN5220/AN5758/AN5747/AN5746/AN5726/AN5643/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0051301	cell division	8	8/641	AN4182/AN7707/AN6150/AN6542/AN10061/AN2128/AN2687/AN5195
TRUE	FALSE	3	GO:0051651	maintenance of location in cell	1	1/641	AN5579
TRUE	FALSE	3	GO:0051716	cellular response to stimulus	86	86/641	AN10614/AN4785/AN4770/AN4745/AN4731/AN4668/AN4611/AN4546/AN8681/AN8672/AN7994/AN8041/AN11055/AN8283/AN4182/AN4171/AN3954/AN3947/AN3946/AN3829/AN12478/AN3746/AN3644/AN3581/AN9492/AN7189/AN7169/AN10902/AN6988/AN7435/AN7436/AN7506/AN11994/AN7661/AN11008/AN6246/AN6210/AN6089/AN12017/AN6010/AN6505/AN6506/AN6542/AN6696/AN6820/AN6886/AN6920/AN1283/AN1272/AN1166/AN1126/AN1061/AN0582/AN0463/AN10063/AN0241/AN0240/AN0235/AN0179/AN0126/AN1547/AN1612/AN10220/AN10223/AN2130/AN2269/AN2332/AN10296/AN2412/AN2555/AN3438/AN3307/AN2687/AN5114/AN5131/AN5195/AN5211/AN5747/AN5746/AN5726/AN5643/AN5602/AN5574/AN5564/AN5563/AN5482
TRUE	FALSE	3	GO:0061919	process utilizing autophagic mechanism	9	9/641	AN11055/AN12017/AN1126/AN0445/AN8874/AN10213/AN1760/AN5131/AN10637
TRUE	FALSE	3	GO:0071554	cell wall organization or biogenesis	13	13/641	AN7993/AN4052/AN5818/AN6542/AN6589/AN1069/AN0241/AN0235/AN2269/AN2412/AN3148/AN5746/AN5586
TRUE	FALSE	3	GO:0140029	exocytic process	3	3/641	AN6210/AN6493/AN2418
TRUE	FALSE	3	GO:1990748	cellular detoxification	2	2/641	AN3581/AN7169
TRUE	FALSE	3	GO:0006808	regulation of nitrogen utilization	1	1/641	AN0098
TRUE	FALSE	3	GO:0000742	karyogamy involved in conjugation with cellular fusion	1	1/641	AN2862
TRUE	FALSE	3	GO:0000743	nuclear migration involved in conjugation with cellular fusion	1	1/641	AN2862
TRUE	FALSE	3	GO:0003006	developmental process involved in reproduction	25	25/641	AN7993/AN11055/AN10515/AN4096/AN3813/AN7169/AN10902/AN7661/AN6150/AN6505/AN6542/AN1370/AN1222/AN0098/AN0055/AN10223/AN2129/AN2269/AN2412/AN2419/AN3148/AN3036/AN2667/AN5195/AN5579
TRUE	FALSE	3	GO:0022413	reproductive process in single-celled organism	10	10/641	AN7993/AN11055/AN10902/AN6542/AN2269/AN2412/AN2419/AN3148/AN5195/AN5579
TRUE	FALSE	3	GO:0044703	multi-organism reproductive process	27	27/641	AN8672/AN7993/AN11055/AN10515/AN4182/AN4052/AN3813/AN7169/AN10902/AN6505/AN6542/AN1222/AN0098/AN0055/AN10223/AN2129/AN2130/AN2269/AN2412/AN2419/AN2555/AN3148/AN3036/AN2862/AN5195/AN5211/AN5579
TRUE	FALSE	3	GO:0051321	meiotic cell cycle	24	24/641	AN4360/AN7993/AN11055/AN4182/AN3946/AN7169/AN10902/AN6505/AN6542/AN1222/AN0582/AN10063/AN0126/AN0098/AN0055/AN2128/AN2269/AN2412/AN2419/AN3148/AN2862/AN5195/AN5579/AN5406
TRUE	FALSE	3	GO:0070871	cell wall organization involved in conjugation with cellular fusion	1	1/641	AN4052
TRUE	FALSE	3	GO:1903046	meiotic cell cycle process	24	24/641	AN4360/AN7993/AN11055/AN4182/AN3946/AN7169/AN10902/AN6505/AN6542/AN1222/AN0582/AN10063/AN0126/AN0098/AN0055/AN2128/AN2269/AN2412/AN2419/AN3148/AN2862/AN5195/AN5579/AN5406
TRUE	FALSE	3	GO:2000241	regulation of reproductive process	8	8/641	AN8672/AN4182/AN7169/AN6505/AN10063/AN2269/AN2555/AN5211
TRUE	FALSE	3	GO:2000242	negative regulation of reproductive process	4	4/641	AN4182/AN7169/AN10063/AN2555
TRUE	FALSE	3	GO:2000243	positive regulation of reproductive process	6	6/641	AN8672/AN4182/AN6505/AN2269/AN2555/AN5211
TRUE	FALSE	3	GO:0007155	cell adhesion	4	4/641	AN8041/AN4052/AN6505/AN1199
TRUE	FALSE	3	GO:0044406	adhesion of symbiont to host	2	2/641	AN8041/AN4052
TRUE	FALSE	3	GO:0023051	regulation of signaling	8	8/641	AN4546/AN4182/AN7506/AN1283/AN2130/AN2269/AN2555/AN3438
TRUE	FALSE	3	GO:0023056	positive regulation of signaling	3	3/641	AN4182/AN1283/AN2269
TRUE	FALSE	3	GO:0023057	negative regulation of signaling	3	3/641	AN4546/AN7506/AN2555
TRUE	FALSE	3	GO:0007275	multicellular organism development	15	15/641	AN10515/AN4096/AN3813/AN7661/AN6150/AN6505/AN1370/AN1222/AN0098/AN10223/AN2129/AN2269/AN2412/AN3036/AN2667
TRUE	FALSE	3	GO:0032922	circadian regulation of gene expression	1	1/641	AN1255
TRUE	FALSE	3	GO:0009653	anatomical structure morphogenesis	25	25/641	AN4867/AN4332/AN7993/AN11055/AN7169/AN10902/AN7542/AN6150/AN6125/AN6505/AN6542/AN6920/AN1222/AN0098/AN0055/AN2269/AN2412/AN2419/AN3148/AN2687/AN5131/AN5195/AN5726/AN5586/AN5579
TRUE	FALSE	3	GO:0007568	aging	5	5/641	AN6542/AN0241/AN8874/AN1612/AN2130
TRUE	FALSE	3	GO:0007571	age-dependent general metabolic decline	1	1/641	AN0241
TRUE	FALSE	3	GO:0009847	spore germination	6	6/641	AN3813/AN6125/AN6010/AN2269/AN3307/AN5726
TRUE	FALSE	3	GO:0048646	anatomical structure formation involved in morphogenesis	21	21/641	AN7993/AN11055/AN7169/AN10902/AN7542/AN6125/AN6505/AN6542/AN6920/AN1222/AN0098/AN0055/AN2269/AN2412/AN2419/AN3148/AN2687/AN5131/AN5195/AN5586/AN5579
TRUE	FALSE	3	GO:0043934	sporulation	29	29/641	AN5021/AN7993/AN11055/AN10515/AN7169/AN10902/AN7542/AN7687/AN7707/AN6505/AN6542/AN6589/AN6920/AN1370/AN1222/AN0098/AN0055/AN2129/AN2269/AN2412/AN2419/AN3148/AN3036/AN2687/AN5131/AN5195/AN5726/AN5586/AN5579
TRUE	FALSE	3	GO:0044111	development involved in symbiotic interaction	2	2/641	AN4755/AN6505
TRUE	FALSE	3	GO:0048856	anatomical structure development	38	38/641	AN5021/AN4867/AN4332/AN7993/AN11055/AN10515/AN4096/AN3813/AN7169/AN10902/AN7542/AN7661/AN7687/AN7707/AN6150/AN6125/AN6505/AN6542/AN6589/AN6920/AN1370/AN1222/AN0098/AN0055/AN10223/AN2129/AN2269/AN2412/AN2419/AN3148/AN3036/AN2687/AN2667/AN5131/AN5195/AN5726/AN5586/AN5579
TRUE	FALSE	3	GO:0050793	regulation of developmental process	9	9/641	AN4867/AN7169/AN7542/AN6505/AN6542/AN0055/AN1612/AN2269/AN2687
TRUE	FALSE	3	GO:0051093	negative regulation of developmental process	1	1/641	AN7169
TRUE	FALSE	3	GO:0051094	positive regulation of developmental process	3	3/641	AN7542/AN6505/AN1612
TRUE	FALSE	3	GO:0007623	circadian rhythm	5	5/641	AN3581/AN1255/AN0241/AN2129/AN2412
TRUE	FALSE	3	GO:0043902	positive regulation of multi-organism process	5	5/641	AN8672/AN6505/AN2269/AN2555/AN5211
TRUE	FALSE	3	GO:0044089	positive regulation of cellular component biogenesis	5	5/641	AN4182/AN6988/AN2995/AN2862/AN5747
TRUE	FALSE	3	GO:0048584	positive regulation of response to stimulus	8	8/641	AN4443/AN8041/AN4182/AN12478/AN1283/AN0098/AN2269/AN5746
TRUE	FALSE	3	GO:0051050	positive regulation of transport	2	2/641	AN4862/AN4182
TRUE	FALSE	3	GO:0051091	positive regulation of DNA binding transcription factor activity	2	2/641	AN6988/AN0241
TRUE	FALSE	3	GO:1903666	positive regulation of asexual reproduction	1	1/641	AN7542
TRUE	FALSE	3	GO:1903829	positive regulation of cellular protein localization	2	2/641	AN4862/AN4182
TRUE	FALSE	3	GO:1904951	positive regulation of establishment of protein localization	2	2/641	AN4862/AN4182
TRUE	FALSE	3	GO:0043433	negative regulation of DNA binding transcription factor activity	2	2/641	AN6988/AN1272
TRUE	FALSE	3	GO:0043901	negative regulation of multi-organism process	4	4/641	AN4182/AN7169/AN1069/AN2555
TRUE	FALSE	3	GO:0048585	negative regulation of response to stimulus	5	5/641	AN4745/AN4546/AN4182/AN7506/AN2555
TRUE	FALSE	3	GO:0051051	negative regulation of transport	1	1/641	AN6505
TRUE	FALSE	3	GO:1904537	negative regulation of mitotic telomere tethering at nuclear periphery	1	1/641	AN4182
TRUE	FALSE	3	GO:0032879	regulation of localization	6	6/641	AN4862/AN4402/AN10515/AN4182/AN6505/AN1227
TRUE	FALSE	3	GO:0042752	regulation of circadian rhythm	4	4/641	AN3581/AN0241/AN2129/AN2412
TRUE	FALSE	3	GO:0043900	regulation of multi-organism process	9	9/641	AN8672/AN4182/AN7169/AN6505/AN1069/AN0098/AN2269/AN2555/AN5211
TRUE	FALSE	3	GO:0044087	regulation of cellular component biogenesis	6	6/641	AN4182/AN6988/AN2995/AN2862/AN2687/AN5747
TRUE	FALSE	3	GO:0048518	positive regulation of biological process	39	39/641	AN4862/AN4785/AN4546/AN4443/AN11131/AN8858/AN8672/AN7896/AN7994/AN8041/AN4182/AN3919/AN12478/AN6988/AN7542/AN7661/AN6010/AN5820/AN6505/AN6921/AN1303/AN1283/AN1265/AN1227/AN0241/AN0098/AN1612/AN2130/AN2269/AN2555/AN3224/AN2996/AN2995/AN2862/AN5211/AN5747/AN5746/AN5726/AN10682
TRUE	FALSE	3	GO:0048519	negative regulation of biological process	34	34/641	AN10614/AN4745/AN4546/AN4360/AN8858/AN8691/AN7994/AN4182/AN3946/AN3919/AN7169/AN6988/AN7506/AN6505/AN1272/AN1255/AN1227/AN1226/AN1069/AN0707/AN10063/AN0241/AN0235/AN1761/AN2128/AN2437/AN2555/AN2995/AN2862/AN5220/AN5758/AN5747/AN5643/AN5482
TRUE	FALSE	3	GO:0048583	regulation of response to stimulus	16	16/641	AN4745/AN4546/AN4443/AN8041/AN4182/AN12478/AN7189/AN7506/AN6505/AN1283/AN0098/AN2130/AN2269/AN2555/AN3438/AN5746
TRUE	FALSE	3	GO:1903664	regulation of asexual reproduction	3	3/641	AN4182/AN7542/AN0055
TRUE	FALSE	3	GO:0006950	response to stress	58	58/641	AN10614/AN4745/AN4731/AN4668/AN4611/AN4443/AN8681/AN7994/AN8041/AN11055/AN10515/AN4182/AN3954/AN3947/AN3829/AN12478/AN3644/AN3581/AN9492/AN7189/AN7169/AN10902/AN6988/AN7435/AN7436/AN7506/AN7661/AN11008/AN6246/AN6149/AN6089/AN6061/AN6010/AN6505/AN6542/AN6696/AN1282/AN1166/AN0582/AN0463/AN10063/AN0241/AN0235/AN0126/AN10220/AN10223/AN2130/AN2269/AN10296/AN2412/AN5114/AN5131/AN5747/AN5746/AN5602/AN5574/AN5564/AN5563
TRUE	FALSE	3	GO:0009605	response to external stimulus	16	16/641	AN4785/AN4611/AN4443/AN8681/AN8041/AN12478/AN9492/AN7506/AN11008/AN6505/AN1166/AN0463/AN0241/AN2129/AN2130/AN5746
TRUE	FALSE	3	GO:0009607	response to biotic stimulus	17	17/641	AN4745/AN4611/AN4443/AN8041/AN4182/AN12478/AN9492/AN7189/AN11008/AN6505/AN6506/AN1166/AN0463/AN0098/AN2130/AN5220/AN5746
TRUE	FALSE	3	GO:0009628	response to abiotic stimulus	23	23/641	AN4745/AN4668/AN8041/AN3581/AN10902/AN7661/AN6246/AN6149/AN6089/AN6010/AN6505/AN6886/AN6920/AN1282/AN0241/AN1547/AN2129/AN2269/AN10296/AN5746/AN5602/AN5564/AN5563
TRUE	FALSE	3	GO:0009719	response to endogenous stimulus	1	1/641	AN4182
TRUE	FALSE	3	GO:0042221	response to chemical	52	52/641	AN4785/AN4770/AN4668/AN4313/AN8672/AN8041/AN11055/AN8283/AN4051/AN3954/AN3946/AN3829/AN12478/AN3663/AN3581/AN7189/AN7169/AN7436/AN7661/AN11008/AN6359/AN6246/AN6505/AN6506/AN6542/AN6886/AN6920/AN1272/AN1126/AN1061/AN0241/AN0240/AN0235/AN0179/AN1547/AN10220/AN10223/AN2130/AN2269/AN2332/AN10296/AN2412/AN2555/AN3307/AN2687/AN5131/AN5211/AN5747/AN5746/AN5726/AN5643/AN5564
TRUE	FALSE	3	GO:0031503	protein-containing complex localization	6	6/641	AN3919/AN3706/AN6210/AN2862/AN5131/AN5482
TRUE	FALSE	3	GO:0033036	macromolecule localization	45	45/641	AN4862/AN4547/AN4360/AN8672/AN12344/AN4182/AN4171/AN3946/AN3919/AN3720/AN3706/AN3643/AN7687/AN6257/AN6210/AN6089/AN6034/AN6010/AN5819/AN6542/AN6920/AN1341/AN1282/AN1227/AN1223/AN1126/AN0821/AN0706/AN0643/AN0582/AN0417/AN0235/AN1511/AN10213/AN2266/AN2418/AN3148/AN3147/AN2862/AN2687/AN5131/AN10637/AN5588/AN5579/AN5482
TRUE	FALSE	3	GO:0036214	contractile ring localization	1	1/641	AN7707
TRUE	FALSE	3	GO:0051234	establishment of localization	101	101/641	AN4863/AN4862/AN4842/AN12222/AN4547/AN4402/AN4313/AN8689/AN8672/AN8647/AN7993/AN8018/AN8041/AN12344/AN8279/AN10515/AN4182/AN4171/AN4129/AN4051/AN3946/AN3919/AN3864/AN3813/AN3776/AN3720/AN3710/AN3706/AN3692/AN3665/AN3663/AN3658/AN3643/AN3579/AN3498/AN7169/AN10902/AN7167/AN7466/AN7571/AN7687/AN7779/AN6418/AN6257/AN6210/AN6125/AN6089/AN12017/AN6034/AN6033/AN6010/AN5819/AN6493/AN6505/AN6542/AN6920/AN1341/AN1282/AN1227/AN1223/AN1181/AN1126/AN1069/AN1061/AN1008/AN0930/AN0821/AN0706/AN0643/AN0582/AN0418/AN0417/AN0399/AN10061/AN0332/AN0229/AN8874/AN1511/AN10213/AN1612/AN2052/AN2128/AN2266/AN2418/AN2468/AN2531/AN9184/AN3363/AN3329/AN3147/AN3062/AN3036/AN2862/AN2687/AN5131/AN10637/AN5195/AN10724/AN5588/AN5579/AN5482
TRUE	FALSE	3	GO:0051235	maintenance of location	1	1/641	AN5579
TRUE	FALSE	3	GO:0051641	cellular localization	58	58/641	AN4863/AN4862/AN4547/AN4360/AN8672/AN7993/AN12344/AN4182/AN4171/AN3946/AN3919/AN3720/AN3710/AN3706/AN3643/AN7687/AN11008/AN6257/AN6210/AN6125/AN6089/AN6034/AN6033/AN6010/AN5819/AN6493/AN6542/AN6920/AN1341/AN1282/AN1227/AN1223/AN1126/AN1069/AN0821/AN0706/AN0643/AN0417/AN10061/AN0235/AN8874/AN1511/AN10213/AN2128/AN2266/AN2418/AN9149/AN3363/AN3148/AN3062/AN2862/AN2687/AN5131/AN5195/AN10724/AN5588/AN5579/AN5482
TRUE	FALSE	3	GO:0051707	response to other organism	5	5/641	AN4443/AN8041/AN12478/AN6505/AN5746
TRUE	FALSE	3	GO:0044419	interspecies interaction between organisms	19	19/641	AN4755/AN4592/AN4443/AN8041/AN4052/AN12478/AN7661/AN6505/AN6506/AN1069/AN0912/AN0241/AN0235/AN0121/AN3307/AN3147/AN2996/AN5746/AN5726
TRUE	FALSE	3	GO:0051703	intraspecies interaction between organisms	3	3/641	AN4052/AN10902/AN0098
TRUE	FALSE	3	GO:0098630	aggregation of unicellular organisms	1	1/641	AN1069
TRUE	FALSE	3	GO:0050789	regulation of biological process	110	110/641	AN5021/AN10614/AN4867/AN4862/AN4785/AN4745/AN4668/AN4546/AN4443/AN4402/AN4360/AN4329/AN10541/AN11131/AN8858/AN8691/AN8672/AN8666/AN7896/AN7994/AN8041/AN10515/AN4182/AN4171/AN4160/AN4096/AN3946/AN3919/AN12478/AN10467/AN3755/AN3746/AN3581/AN9492/AN7189/AN7169/AN6988/AN7436/AN7506/AN7508/AN7542/AN11994/AN7661/AN11008/AN6359/AN6210/AN12017/AN6010/AN5859/AN5820/AN6505/AN6542/AN6589/AN6684/AN6696/AN6790/AN6820/AN6828/AN6921/AN1370/AN1303/AN1283/AN1272/AN1265/AN1255/AN1227/AN1226/AN1126/AN1069/AN10120/AN0707/AN10063/AN0241/AN0235/AN0098/AN0096/AN0055/AN1612/AN1720/AN1761/AN2046/AN2128/AN2129/AN2130/AN2269/AN2412/AN2437/AN2555/AN3438/AN3224/AN2996/AN2995/AN2862/AN2848/AN2725/AN2687/AN2667/AN5131/AN5195/AN5211/AN5220/AN5758/AN5747/AN5746/AN5726/AN5643/AN5588/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0065008	regulation of biological quality	30	30/641	AN10614/AN4867/AN4546/AN4402/AN4332/AN8689/AN8672/AN7993/AN4182/AN3919/AN3829/AN3644/AN3581/AN7436/AN7571/AN7661/AN6089/AN6505/AN6542/AN6921/AN1265/AN1255/AN1198/AN0582/AN0241/AN2130/AN2995/AN2687/AN5579/AN5563
TRUE	FALSE	3	GO:0065009	regulation of molecular function	12	12/641	AN7994/AN4182/AN3755/AN6988/AN6010/AN6542/AN6921/AN1370/AN1272/AN0241/AN2269/AN10682
TRUE	FALSE	3	GO:0044085	cellular component biogenesis	66	66/641	AN4867/AN4863/AN4842/AN4731/AN4475/AN4360/AN8870/AN8691/AN7993/AN7994/AN8187/AN11055/AN12344/AN10515/AN4182/AN4171/AN4052/AN3823/AN3706/AN3644/AN3632/AN6988/AN7561/AN7707/AN6255/AN6210/AN6149/AN6089/AN5953/AN5818/AN6505/AN6542/AN6589/AN1227/AN1166/AN1069/AN1066/AN0821/AN0745/AN0707/AN0706/AN0643/AN0235/AN0133/AN0098/AN8874/AN1469/AN1474/AN1760/AN1949/AN10237/AN2128/AN2419/AN2437/AN3363/AN3148/AN3062/AN2995/AN2862/AN2687/AN5131/AN5758/AN5747/AN5643/AN5586/AN5579
TRUE	FALSE	3	GO:0051410	detoxification of nitrogen compound	1	1/641	AN7169
TRUE	TRUE	4	GO:0019953	sexual reproduction	68	68/1516	AN5028/AN4998/AN10610/AN4935/AN4894/AN4702/AN4566/AN4501/AN4483/AN4419/AN4390/AN8741/AN9504/AN8605/AN4169/AN3913/AN3719/AN3688/AN3607/AN7030/AN7513/AN7533/AN7657/AN6340/AN6243/AN5893/AN5836/AN6487/AN6578/AN9380/AN9408/AN1402/AN1333/AN1052/AN0988/AN11891/AN0807/AN0733/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0078/AN9008/AN1536/AN1555/AN10227/AN1848/AN2059/AN2290/AN2505/AN9121/AN3416/AN3152/AN2919/AN2742/AN2701/AN5156/AN5170/AN5759/AN5651/AN5523/AN5517/AN5457
TRUE	TRUE	4	GO:0019954	asexual reproduction	70	70/1516	AN5028/AN4987/AN10610/AN4935/AN4897/AN4706/AN4695/AN4674/AN4566/AN4563/AN4501/AN8741/AN8129/AN3913/AN3719/AN3688/AN3607/AN7030/AN7513/AN7657/AN6341/AN6318/AN6317/AN6243/AN6230/AN5934/AN5893/AN5836/AN6566/AN6578/AN6731/AN9339/AN1189/AN1052/AN1037/AN11891/AN0863/AN0787/AN0641/AN0453/AN0410/AN0363/AN0279/AN10030/AN0186/AN0182/AN8945/AN1536/AN1555/AN1632/AN1848/AN2009/AN2059/AN2421/AN2505/AN2523/AN9121/AN3416/AN3113/AN2919/AN2911/AN2742/AN2740/AN5156/AN5757/AN5755/AN5740/AN5660/AN5457/AN5296
TRUE	TRUE	4	GO:0022414	reproductive process	91	91/1516	AN5028/AN4998/AN4987/AN4969/AN10610/AN4935/AN4894/AN4878/AN4702/AN4667/AN4566/AN4563/AN4501/AN4483/AN4479/AN4419/AN4390/AN8741/AN9504/AN8605/AN8282/AN4169/AN3913/AN3719/AN3688/AN3607/AN7030/AN7513/AN7533/AN7572/AN7657/AN6340/AN6243/AN5934/AN5893/AN5836/AN5822/AN6487/AN6578/AN6688/AN9380/AN9408/AN1402/AN1333/AN1189/AN1052/AN0988/AN11891/AN0928/AN0863/AN0807/AN0733/AN0689/AN0641/AN0640/AN0410/AN0363/AN9450/AN0279/AN10030/AN0182/AN0078/AN9008/AN1536/AN1555/AN10227/AN1800/AN1848/AN2009/AN2059/AN2148/AN2290/AN2505/AN9121/AN3416/AN3152/AN3113/AN3067/AN2919/AN2911/AN2742/AN2701/AN5156/AN5170/AN5759/AN5740/AN5660/AN5651/AN5523/AN5517/AN5457
TRUE	TRUE	4	GO:0032505	reproduction of a single-celled organism	25	25/1516	AN10610/AN4935/AN4566/AN4501/AN4419/AN4390/AN9504/AN8605/AN8282/AN4169/AN3719/AN7657/AN5934/AN5836/AN9380/AN0988/AN0807/AN0640/AN0410/AN0182/AN1555/AN1848/AN5759/AN5740/AN5523
TRUE	TRUE	4	GO:0055114	oxidation-reduction process	113	113/1516	AN5028/AN4987/AN4986/AN10610/AN4829/AN4769/AN4532/AN4501/AN4388/AN4376/AN8718/AN8707/AN8683/AN11246/AN8667/AN8615/AN11098/AN7873/AN7895/AN7914/AN8118/AN12449/AN8211/AN4243/AN10512/AN4081/AN4070/AN4042/AN3913/AN3901/AN3817/AN3605/AN3586/AN7387/AN7269/AN7199/AN7194/AN7187/AN7131/AN7111/AN7451/AN7600/AN7610/AN6366/AN6279/AN6167/AN5975/AN5918/AN10841/AN6650/AN6731/AN6739/AN6753/AN6787/AN6835/AN9339/AN9408/AN1094/AN1037/AN1015/AN0918/AN0914/AN0802/AN0773/AN0764/AN10108/AN0640/AN0628/AN0554/AN10081/AN0410/AN0403/AN0394/AN0351/AN0170/AN0158/AN0067/AN9004/AN8886/AN1429/AN1430/AN1676/AN1752/AN1781/AN1794/AN2042/AN2099/AN2421/AN2435/AN2506/AN2526/AN2532/AN2596/AN9148/AN9064/AN10392/AN3349/AN3208/AN3068/AN2998/AN2916/AN2815/AN2793/AN2682/AN2668/AN8553/AN8566/AN5134/AN5210/AN5525/AN5457/AN5354/AN5335
