hasPeak.An_sntB_20h_HA_1	hasPeak.An_sntB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	FALSE	3	GO:0071704	organic substance metabolic process	241	241/732	AN12280/AN5011/AN4923/AN4889/AN4888/AN4818/AN4785/AN4775/AN4774/AN10593/AN4770/AN4757/AN4731/AN4730/AN4727/AN4723/AN4592/AN4591/AN4583/AN4571/AN4570/AN4569/AN10557/AN4452/AN4407/AN4401/AN4384/AN8858/AN8825/AN8815/AN8794/AN8755/AN11124/AN8691/AN7896/AN7923/AN7950/AN8019/AN8041/AN8192/AN8199/AN8205/AN8226/AN11055/AN8233/AN8241/AN8283/AN4250/AN10535/AN4238/AN10527/AN4215/AN4135/AN4134/AN4096/AN4093/AN4052/AN4035/AN3986/AN3957/AN3947/AN3946/AN3928/AN10491/AN10475/AN3868/AN3867/AN3832/AN3756/AN3755/AN3753/AN3708/AN3663/AN11722/AN10451/AN3639/AN3638/AN3603/AN3524/AN7358/AN10914/AN7189/AN7169/AN7159/AN10880/AN7035/AN6973/AN7436/AN7459/AN7465/AN7508/AN10963/AN7625/AN7632/AN10991/AN7708/AN7722/AN7723/AN11008/AN7752/AN7753/AN6407/AN6390/AN6128/AN6115/AN6083/AN5976/AN9470/AN10761/AN5906/AN5867/AN5823/AN5820/AN5818/AN6568/AN6569/AN6644/AN6645/AN6787/AN6846/AN6892/AN6893/AN6920/AN6921/AN9241/AN11222/AN9297/AN1348/AN9516/AN1266/AN1265/AN1255/AN1222/AN1162/AN10164/AN1036/AN1007/AN1006/AN1003/AN0913/AN0885/AN0871/AN0818/AN0817/AN0814/AN0670/AN0667/AN0533/AN10083/AN0494/AN10080/AN0235/AN0231/AN0224/AN0202/AN0182/AN0126/AN0094/AN0091/AN0034/AN9024/AN8979/AN8918/AN8907/AN8883/AN1554/AN1612/AN1675/AN1720/AN1722/AN1745/AN1794/AN1844/AN1859/AN1860/AN1901/AN1915/AN1923/AN1992/AN1999/AN2046/AN2119/AN2136/AN2172/AN2270/AN2276/AN2285/AN2286/AN10290/AN10294/AN10299/AN2412/AN2415/AN2437/AN2440/AN2506/AN2509/AN11347/AN2549/AN2583/AN11185/AN11169/AN9066/AN9065/AN3450/AN3321/AN3318/AN3309/AN3307/AN3280/AN3216/AN3181/AN10367/AN3144/AN3129/AN3116/AN3090/AN3050/AN10351/AN2951/AN2910/AN2764/AN2763/AN12316/AN2667/AN8345/AN8346/AN12256/AN5220/AN10718/AN10708/AN5732/AN5731/AN5694/AN5668/AN5586/AN10682/AN5482/AN5444/AN5414/AN5299
TRUE	FALSE	3	GO:0016049	cell growth	2	2/732	AN5802/AN0182
TRUE	FALSE	3	GO:0030447	filamentous growth	29	29/732	AN5010/AN4923/AN4723/AN4570/AN8226/AN11055/AN4238/AN4096/AN7189/AN7464/AN7687/AN7698/AN11008/AN5802/AN6886/AN6892/AN6893/AN6920/AN1181/AN0667/AN0182/AN1612/AN1797/AN1844/AN2412/AN2509/AN2763/AN5220/AN5774
TRUE	FALSE	3	GO:0040008	regulation of growth	12	12/732	AN4723/AN8825/AN4238/AN7189/AN7464/AN7698/AN11008/AN0182/AN1844/AN2412/AN2763/AN5220
TRUE	FALSE	3	GO:0044110	growth involved in symbiotic interaction	1	1/732	AN3307
TRUE	FALSE	3	GO:0045926	negative regulation of growth	2	2/732	AN4238/AN5220
TRUE	FALSE	3	GO:0045927	positive regulation of growth	5	5/732	AN4238/AN7698/AN0182/AN1844/AN2763
TRUE	FALSE	3	GO:0007059	chromosome segregation	12	12/732	AN4775/AN11055/AN3946/AN3710/AN7465/AN1223/AN1182/AN0814/AN2285/AN3451/AN3363/AN2862
TRUE	FALSE	3	GO:0007017	microtubule-based process	7	7/732	AN5082/AN4564/AN3710/AN1182/AN3363/AN2862/AN2687
TRUE	FALSE	3	GO:0000075	cell cycle checkpoint	5	5/732	AN4571/AN3946/AN0091/AN3450/AN2862
TRUE	FALSE	3	GO:0006457	protein folding	8	8/732	AN4583/AN7436/AN6921/AN1510/AN2051/AN2432/AN10351/AN5602
TRUE	FALSE	3	GO:0007165	signal transduction	21	21/732	AN4818/AN4571/AN4238/AN4134/AN3946/AN7506/AN11994/AN7698/AN6892/AN0634/AN0235/AN0182/AN1612/AN1797/AN2474/AN3450/AN3129/AN3090/AN2687/AN5787/AN5482
TRUE	FALSE	3	GO:0006276	plasmid maintenance	1	1/732	AN2862
TRUE	FALSE	3	GO:0006928	movement of cell or subcellular component	4	4/732	AN3710/AN1182/AN3363/AN2862
TRUE	FALSE	3	GO:0006949	syncytium formation	1	1/732	AN5614
TRUE	FALSE	3	GO:0007049	cell cycle	41	41/732	AN4963/AN4775/AN4571/AN4570/AN4564/AN4407/AN11055/AN4270/AN3946/AN3755/AN3710/AN7169/AN10902/AN7465/AN7723/AN5820/AN6617/AN1267/AN1223/AN1222/AN1182/AN0814/AN0721/AN0182/AN0126/AN0091/AN0055/AN1797/AN1844/AN2172/AN2412/AN2419/AN3451/AN3450/AN3387/AN3363/AN3090/AN2862/AN2764/AN2687/AN5482
TRUE	FALSE	3	GO:0007154	cell communication	32	32/732	AN5010/AN4923/AN4818/AN4785/AN4571/AN4238/AN4134/AN3946/AN11722/AN7506/AN11994/AN7698/AN11008/AN5823/AN6892/AN6893/AN0634/AN10080/AN0235/AN0182/AN1612/AN1797/AN2172/AN2285/AN2474/AN3450/AN3129/AN3090/AN2687/AN5787/AN5774/AN5482
TRUE	FALSE	3	GO:0007163	establishment or maintenance of cell polarity	14	14/732	AN4963/AN4923/AN4564/AN8672/AN8226/AN8233/AN4270/AN3757/AN7698/AN1182/AN1002/AN0235/AN0182/AN2862
TRUE	FALSE	3	GO:0008219	cell death	5	5/732	AN4402/AN8041/AN8241/AN0182/AN3129
TRUE	FALSE	3	GO:0016043	cellular component organization	86	86/732	AN5082/AN5011/AN5008/AN11775/AN4963/AN4775/AN4740/AN4731/AN4723/AN4592/AN4571/AN4570/AN4564/AN10557/AN4407/AN4402/AN8825/AN8672/AN8205/AN11055/AN12344/AN4270/AN10527/AN4052/AN3946/AN3928/AN3753/AN3710/AN7285/AN7149/AN7464/AN7465/AN7571/AN7687/AN7698/AN7723/AN7753/AN6257/AN6255/AN6083/AN6053/AN5866/AN6569/AN6892/AN6893/AN6920/AN6921/AN1266/AN1255/AN1223/AN1182/AN1162/AN10164/AN1066/AN1002/AN0817/AN0814/AN0703/AN0667/AN0235/AN0182/AN0126/AN0091/AN1797/AN1859/AN2172/AN2285/AN2412/AN2414/AN2418/AN2419/AN2432/AN3451/AN3363/AN10367/AN3144/AN3116/AN2862/AN2687/AN10708/AN10717/AN5774/AN5648/AN5614/AN5482/AN11813
TRUE	FALSE	3	GO:0016458	gene silencing	7	7/732	AN4570/AN7723/AN7753/AN1255/AN0091/AN1859/AN2285
TRUE	FALSE	3	GO:0019725	cellular homeostasis	21	21/732	AN5008/AN4402/AN8080/AN4238/AN4215/AN7436/AN7459/AN7464/AN7571/AN7632/AN6053/AN6045/AN5823/AN1265/AN0703/AN0182/AN1797/AN1833/AN10367/AN3117/AN8346
TRUE	FALSE	3	GO:0022402	cell cycle process	38	38/732	AN4963/AN4775/AN4571/AN4570/AN4564/AN4407/AN11055/AN4270/AN3946/AN3710/AN7169/AN10902/AN7465/AN7723/AN5820/AN6617/AN1267/AN1223/AN1222/AN1182/AN0814/AN0721/AN0182/AN0126/AN0091/AN0055/AN1797/AN2412/AN2419/AN3451/AN3450/AN3387/AN3363/AN3090/AN2862/AN2764/AN2687/AN5482
TRUE	FALSE	3	GO:0022406	membrane docking	4	4/732	AN6493/AN1002/AN2418/AN3144
TRUE	FALSE	3	GO:0030029	actin filament-based process	6	6/732	AN4963/AN4270/AN7698/AN1162/AN2687/AN5648
TRUE	FALSE	3	GO:0032196	transposition	1	1/732	AN2415
TRUE	FALSE	3	GO:0032940	secretion by cell	5	5/732	AN8233/AN6493/AN1002/AN2418/AN3144
TRUE	FALSE	3	GO:0036166	phenotypic switching	2	2/732	AN0182/AN5611
TRUE	FALSE	3	GO:0044764	multi-organism cellular process	13	13/732	AN4723/AN8672/AN4238/AN4052/AN10902/AN6892/AN0817/AN0806/AN0182/AN10367/AN3090/AN2862/AN5614
TRUE	FALSE	3	GO:0048522	positive regulation of cellular process	27	27/732	AN4963/AN4785/AN4775/AN4570/AN8858/AN8672/AN4270/AN4238/AN5820/AN6569/AN6892/AN6893/AN6921/AN1265/AN0817/AN0721/AN0202/AN0182/AN1612/AN1844/AN2172/AN2285/AN9065/AN3116/AN3090/AN2862/AN10682
TRUE	FALSE	3	GO:0048523	negative regulation of cellular process	26	26/732	AN4571/AN4570/AN4407/AN8858/AN4238/AN3946/AN11722/AN7169/AN7464/AN7506/AN7723/AN7753/AN6617/AN6892/AN1255/AN1162/AN0091/AN1797/AN1859/AN2172/AN2285/AN3450/AN3387/AN2862/AN5787/AN5482
TRUE	FALSE	3	GO:0048869	cellular developmental process	27	27/732	AN4723/AN4570/AN4564/AN4407/AN11055/AN4238/AN7169/AN10902/AN7459/AN7464/AN7687/AN7698/AN6920/AN1267/AN1222/AN1182/AN0721/AN0182/AN0055/AN1612/AN1923/AN2412/AN2419/AN3387/AN3090/AN2687/AN5586
TRUE	FALSE	3	GO:0050794	regulation of cellular process	107	107/732	AN4963/AN4818/AN4785/AN4775/AN4571/AN4570/AN4564/AN4407/AN4402/AN8858/AN8825/AN8672/AN7896/AN7923/AN8080/AN8233/AN4270/AN4238/AN4215/AN4134/AN4096/AN4035/AN3986/AN3946/AN10491/AN3868/AN3755/AN11722/AN7189/AN7169/AN7149/AN7436/AN7459/AN7464/AN7506/AN7508/AN7632/AN11994/AN7698/AN7723/AN7753/AN6115/AN10761/AN5820/AN6568/AN6569/AN6617/AN6846/AN6892/AN6893/AN6921/AN11222/AN9516/AN1265/AN1255/AN1182/AN1162/AN10164/AN0885/AN0817/AN0721/AN0703/AN0634/AN0533/AN10083/AN0235/AN0202/AN0182/AN0091/AN0055/AN8918/AN1612/AN1720/AN1797/AN1844/AN1859/AN2046/AN2136/AN2172/AN2270/AN2276/AN2285/AN10294/AN2474/AN11185/AN11169/AN9065/AN3450/AN3387/AN3280/AN3216/AN3129/AN3116/AN3090/AN3050/AN2862/AN2763/AN2687/AN2667/AN8345/AN8346/AN5220/AN5787/AN5611/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0051301	cell division	4	4/732	AN4963/AN4564/AN4270/AN2687
TRUE	FALSE	3	GO:0051651	maintenance of location in cell	2	2/732	AN4963/AN7698
TRUE	FALSE	3	GO:0051716	cellular response to stimulus	88	88/732	AN5010/AN4923/AN4818/AN4785/AN4774/AN4770/AN4747/AN4731/AN4723/AN4571/AN4570/AN10557/AN4407/AN8672/AN8041/AN8080/AN11055/AN8283/AN4238/AN10518/AN4215/AN4134/AN3947/AN3946/AN11722/AN7208/AN7189/AN7169/AN10902/AN10880/AN7436/AN7464/AN7465/AN7484/AN7506/AN7632/AN11994/AN7698/AN7708/AN11008/AN7753/AN6045/AN5823/AN6568/AN6886/AN6892/AN6893/AN6920/AN1401/AN1182/AN1061/AN0703/AN0634/AN0469/AN10080/AN0235/AN0182/AN0126/AN0091/AN8979/AN1503/AN1612/AN10223/AN1797/AN1844/AN1859/AN1901/AN1923/AN2172/AN2276/AN2285/AN10296/AN2412/AN2474/AN3450/AN3307/AN3163/AN3144/AN3129/AN3090/AN10351/AN2687/AN8346/AN5148/AN5787/AN5774/AN5602/AN5482
TRUE	FALSE	3	GO:0061919	process utilizing autophagic mechanism	3	3/732	AN11055/AN7464/AN0182
TRUE	FALSE	3	GO:0071554	cell wall organization or biogenesis	13	13/732	AN5011/AN4052/AN7149/AN7464/AN7698/AN5818/AN0667/AN0235/AN1554/AN2172/AN2412/AN10367/AN5586
TRUE	FALSE	3	GO:0140029	exocytic process	4	4/732	AN6493/AN1002/AN2418/AN3144
TRUE	FALSE	3	GO:1990748	cellular detoxification	5	5/732	AN4215/AN7169/AN7632/AN6045/AN8346
TRUE	FALSE	3	GO:0000742	karyogamy involved in conjugation with cellular fusion	1	1/732	AN2862
TRUE	FALSE	3	GO:0000743	nuclear migration involved in conjugation with cellular fusion	1	1/732	AN2862
TRUE	FALSE	3	GO:0003006	developmental process involved in reproduction	22	22/732	AN4570/AN4407/AN11055/AN4238/AN4096/AN7169/AN10902/AN7464/AN7698/AN1267/AN1222/AN10148/AN0721/AN0182/AN0055/AN10223/AN2412/AN2419/AN3387/AN3090/AN2667/AN5614
TRUE	FALSE	3	GO:0022413	reproductive process in single-celled organism	9	9/732	AN4407/AN11055/AN10902/AN1267/AN0182/AN2412/AN2419/AN3090/AN5614
TRUE	FALSE	3	GO:0032220	plasma membrane fusion involved in cytogamy	1	1/732	AN5614
TRUE	FALSE	3	GO:0044703	multi-organism reproductive process	22	22/732	AN4570/AN4407/AN8825/AN8672/AN11055/AN4238/AN4052/AN7169/AN10902/AN6892/AN1267/AN1222/AN0721/AN0182/AN0055/AN10223/AN2412/AN2419/AN3387/AN3090/AN2862/AN5614
TRUE	FALSE	3	GO:0051037	regulation of transcription involved in meiotic cell cycle	1	1/732	AN2172
TRUE	FALSE	3	GO:0051321	meiotic cell cycle	21	21/732	AN4570/AN4407/AN11055/AN3946/AN7169/AN10902/AN1267/AN1222/AN0721/AN0182/AN0126/AN0091/AN0055/AN1797/AN1844/AN2172/AN2412/AN2419/AN3387/AN3090/AN2862
TRUE	FALSE	3	GO:0070871	cell wall organization involved in conjugation with cellular fusion	1	1/732	AN4052
TRUE	FALSE	3	GO:1903046	meiotic cell cycle process	19	19/732	AN4570/AN4407/AN11055/AN3946/AN7169/AN10902/AN1267/AN1222/AN0721/AN0182/AN0126/AN0091/AN0055/AN1797/AN2412/AN2419/AN3387/AN3090/AN2862
TRUE	FALSE	3	GO:2000241	regulation of reproductive process	11	11/732	AN4407/AN8672/AN4238/AN7169/AN7698/AN6892/AN0182/AN0091/AN1797/AN3387/AN3090
TRUE	FALSE	3	GO:2000242	negative regulation of reproductive process	6	6/732	AN4407/AN4238/AN7169/AN0091/AN1797/AN3387
TRUE	FALSE	3	GO:2000243	positive regulation of reproductive process	5	5/732	AN8672/AN7698/AN6892/AN0182/AN3090
TRUE	FALSE	3	GO:0007155	cell adhesion	5	5/732	AN8041/AN4052/AN0817/AN0182/AN10367
TRUE	FALSE	3	GO:0044406	adhesion of symbiont to host	2	2/732	AN8041/AN4052
TRUE	FALSE	3	GO:0023051	regulation of signaling	6	6/732	AN4238/AN7506/AN6892/AN0182/AN3090/AN5787
TRUE	FALSE	3	GO:0023056	positive regulation of signaling	2	2/732	AN0182/AN3090
TRUE	FALSE	3	GO:0023057	negative regulation of signaling	4	4/732	AN4238/AN7506/AN6892/AN5787
TRUE	FALSE	3	GO:0007275	multicellular organism development	10	10/732	AN4238/AN4096/AN7464/AN7698/AN1222/AN10148/AN10223/AN2412/AN2667/AN5614
TRUE	FALSE	3	GO:0032922	circadian regulation of gene expression	2	2/732	AN1255/AN0182
TRUE	FALSE	3	GO:0051239	regulation of multicellular organismal process	1	1/732	AN7698
TRUE	FALSE	3	GO:0051240	positive regulation of multicellular organismal process	1	1/732	AN7698
TRUE	FALSE	3	GO:0009653	anatomical structure morphogenesis	23	23/732	AN4723/AN4570/AN4564/AN4407/AN11055/AN4238/AN7169/AN10902/AN7698/AN6920/AN1267/AN1222/AN1182/AN0721/AN0182/AN0055/AN2412/AN2419/AN3387/AN3090/AN2687/AN5614/AN5586
TRUE	FALSE	3	GO:0007568	aging	5	5/732	AN4238/AN7459/AN0182/AN1612/AN1923
TRUE	FALSE	3	GO:0007571	age-dependent general metabolic decline	1	1/732	AN4238
TRUE	FALSE	3	GO:0009847	spore germination	5	5/732	AN4238/AN3757/AN7619/AN0182/AN3307
TRUE	FALSE	3	GO:0048646	anatomical structure formation involved in morphogenesis	20	20/732	AN4723/AN4570/AN4407/AN11055/AN4238/AN7169/AN10902/AN6920/AN1267/AN1222/AN0721/AN0182/AN0055/AN2412/AN2419/AN3387/AN3090/AN2687/AN5614/AN5586
TRUE	FALSE	3	GO:0043934	sporulation	22	22/732	AN4723/AN4570/AN4407/AN11055/AN4238/AN7169/AN10902/AN7464/AN7687/AN6920/AN1267/AN1222/AN0721/AN0182/AN0055/AN2412/AN2419/AN3387/AN3129/AN3090/AN2687/AN5586
TRUE	FALSE	3	GO:0044111	development involved in symbiotic interaction	2	2/732	AN4755/AN4238
TRUE	FALSE	3	GO:0048856	anatomical structure development	29	29/732	AN4723/AN4570/AN4564/AN4407/AN11055/AN4238/AN4096/AN7169/AN10902/AN7464/AN7687/AN7698/AN6920/AN1267/AN1222/AN1182/AN10148/AN0721/AN0182/AN0055/AN10223/AN2412/AN2419/AN3387/AN3090/AN2687/AN2667/AN5614/AN5586
TRUE	FALSE	3	GO:0050793	regulation of developmental process	11	11/732	AN4564/AN7169/AN7698/AN1182/AN0721/AN0182/AN0055/AN1612/AN3387/AN3090/AN2687
TRUE	FALSE	3	GO:0051093	negative regulation of developmental process	2	2/732	AN7169/AN3387
TRUE	FALSE	3	GO:0051094	positive regulation of developmental process	3	3/732	AN7698/AN0721/AN1612
TRUE	FALSE	3	GO:0043474	pigment metabolic process involved in pigmentation	1	1/732	AN0231
TRUE	FALSE	3	GO:0048066	developmental pigmentation	1	1/732	AN0231
TRUE	FALSE	3	GO:0007623	circadian rhythm	3	3/732	AN1255/AN0182/AN2412
TRUE	FALSE	3	GO:0043902	positive regulation of multi-organism process	4	4/732	AN8672/AN6892/AN0182/AN3090
TRUE	FALSE	3	GO:0044089	positive regulation of cellular component biogenesis	3	3/732	AN4963/AN4270/AN2862
TRUE	FALSE	3	GO:0048584	positive regulation of response to stimulus	6	6/732	AN8041/AN4238/AN0182/AN2285/AN3090/AN2763
TRUE	FALSE	3	GO:1903666	positive regulation of asexual reproduction	1	1/732	AN0721
TRUE	FALSE	3	GO:1903829	positive regulation of cellular protein localization	1	1/732	AN0182
TRUE	FALSE	3	GO:0043901	negative regulation of multi-organism process	3	3/732	AN4238/AN7169/AN3387
TRUE	FALSE	3	GO:0048585	negative regulation of response to stimulus	5	5/732	AN5003/AN4238/AN7506/AN6892/AN5787
TRUE	FALSE	3	GO:0032879	regulation of localization	6	6/732	AN4402/AN8233/AN4238/AN7149/AN7464/AN0182
TRUE	FALSE	3	GO:0042752	regulation of circadian rhythm	1	1/732	AN2412
TRUE	FALSE	3	GO:0043900	regulation of multi-organism process	7	7/732	AN8672/AN4238/AN7169/AN6892/AN0182/AN3387/AN3090
TRUE	FALSE	3	GO:0044087	regulation of cellular component biogenesis	9	9/732	AN4963/AN4270/AN4238/AN1162/AN0703/AN0182/AN0091/AN2862/AN2687
TRUE	FALSE	3	GO:0048518	positive regulation of biological process	31	31/732	AN4963/AN4785/AN4775/AN4570/AN8858/AN8672/AN7896/AN8041/AN4270/AN4238/AN7698/AN5820/AN6569/AN6892/AN6893/AN6921/AN1265/AN0817/AN0721/AN0202/AN0182/AN1612/AN1844/AN2172/AN2285/AN9065/AN3116/AN3090/AN2862/AN2763/AN10682
TRUE	FALSE	3	GO:0048519	negative regulation of biological process	34	34/732	AN5003/AN4571/AN4570/AN4407/AN8858/AN8691/AN4238/AN3946/AN11722/AN7169/AN7464/AN7506/AN7723/AN7753/AN6617/AN6892/AN6893/AN1255/AN1162/AN10164/AN0235/AN0091/AN1797/AN1859/AN2172/AN2285/AN2437/AN3450/AN3387/AN2862/AN5220/AN5787/AN5694/AN5482
TRUE	FALSE	3	GO:0048583	regulation of response to stimulus	12	12/732	AN5003/AN4570/AN8041/AN4238/AN7189/AN7506/AN6892/AN0182/AN2285/AN3090/AN2763/AN5787
TRUE	FALSE	3	GO:1903664	regulation of asexual reproduction	3	3/732	AN0721/AN0182/AN0055
TRUE	FALSE	3	GO:0006950	response to stress	54	54/732	AN5010/AN5003/AN4923/AN4747/AN4731/AN4571/AN4570/AN4407/AN8041/AN8080/AN11055/AN4238/AN4215/AN3947/AN7189/AN7169/AN10902/AN7436/AN7465/AN7484/AN7506/AN7632/AN7698/AN7708/AN11008/AN7753/AN6045/AN12480/AN5823/AN6568/AN6892/AN6893/AN1401/AN10080/AN0235/AN0182/AN0126/AN0091/AN1503/AN10223/AN1797/AN1844/AN1859/AN2276/AN2285/AN10296/AN2412/AN3450/AN3163/AN3144/AN3129/AN8346/AN5774/AN5602
TRUE	FALSE	3	GO:0009605	response to external stimulus	18	18/732	AN5010/AN5003/AN4923/AN4785/AN8041/AN4238/AN11722/AN7506/AN11008/AN5823/AN6893/AN10080/AN0182/AN1797/AN1844/AN2172/AN2285/AN5774
TRUE	FALSE	3	GO:0009607	response to biotic stimulus	16	16/732	AN5010/AN5003/AN4923/AN4723/AN4571/AN8041/AN7189/AN7698/AN11008/AN6892/AN0182/AN1797/AN1844/AN2763/AN5220/AN5774
TRUE	FALSE	3	GO:0009628	response to abiotic stimulus	15	15/732	AN4723/AN8041/AN4238/AN10902/AN7484/AN7698/AN6886/AN6892/AN6920/AN0182/AN1503/AN1797/AN1844/AN10296/AN5602
TRUE	FALSE	3	GO:0009719	response to endogenous stimulus	1	1/732	AN4571
TRUE	FALSE	3	GO:0042221	response to chemical	59	59/732	AN4923/AN4785/AN4774/AN4770/AN4747/AN4723/AN10557/AN8672/AN8041/AN8080/AN11055/AN8283/AN4250/AN4238/AN10518/AN4215/AN3946/AN3663/AN11722/AN7208/AN7189/AN7169/AN10880/AN7436/AN7464/AN7632/AN7698/AN7708/AN11008/AN6045/AN5823/AN6886/AN6892/AN6920/AN1401/AN1182/AN1061/AN0703/AN0469/AN0235/AN0182/AN8979/AN10223/AN1797/AN1901/AN1923/AN2172/AN10296/AN2412/AN2509/AN3307/AN3163/AN3129/AN3090/AN10351/AN2687/AN8346/AN5148/AN5678
TRUE	FALSE	3	GO:0051606	detection of stimulus	1	1/732	AN1797
TRUE	FALSE	3	GO:0031503	protein-containing complex localization	2	2/732	AN2862/AN5482
TRUE	FALSE	3	GO:0033036	macromolecule localization	32	32/732	AN11775/AN4963/AN4564/AN8672/AN12344/AN8233/AN4238/AN4043/AN3946/AN3720/AN11722/AN7285/AN7149/AN7465/AN7687/AN6257/AN5819/AN6920/AN1401/AN1223/AN1163/AN0814/AN0235/AN0182/AN2119/AN2418/AN2432/AN2474/AN2862/AN2687/AN5668/AN5482
TRUE	FALSE	3	GO:0036214	contractile ring localization	2	2/732	AN4963/AN4564
TRUE	FALSE	3	GO:0051234	establishment of localization	93	93/732	AN5049/AN11775/AN4963/AN12222/AN10568/AN4402/AN8672/AN8647/AN8610/AN8018/AN8041/AN12344/AN8233/AN4270/AN4250/AN4043/AN3946/AN3776/AN3720/AN3710/AN3692/AN3663/AN11722/AN7295/AN7285/AN7169/AN10902/AN7149/AN7459/AN7464/AN7571/AN7687/AN7779/AN6418/AN6257/AN6115/AN6053/AN6045/AN5819/AN5801/AN6493/AN6779/AN6831/AN6920/AN1401/AN1223/AN1182/AN1181/AN1163/AN1061/AN1008/AN1002/AN0782/AN0703/AN0469/AN0418/AN0399/AN0332/AN0201/AN0182/AN1612/AN1797/AN1833/AN2052/AN2119/AN2173/AN2418/AN2432/AN2474/AN2584/AN2614/AN11167/AN3363/AN3329/AN3209/AN3160/AN10367/AN3144/AN3117/AN2958/AN2910/AN2862/AN2687/AN2675/AN8344/AN8534/AN5236/AN5678/AN5668/AN5650/AN5614/AN10689/AN5482
TRUE	FALSE	3	GO:0051235	maintenance of location	4	4/732	AN4963/AN7464/AN7698/AN1833
TRUE	FALSE	3	GO:0051641	cellular localization	41	41/732	AN11775/AN4963/AN8672/AN12344/AN8233/AN4043/AN3946/AN3720/AN3710/AN11722/AN7285/AN7464/AN7465/AN7687/AN7698/AN11008/AN6257/AN6045/AN5819/AN6493/AN6892/AN6920/AN1401/AN1223/AN1182/AN1163/AN1002/AN0814/AN0703/AN0235/AN0182/AN2418/AN2432/AN2474/AN3363/AN3144/AN2862/AN2687/AN5668/AN5614/AN5482
TRUE	FALSE	3	GO:0051707	response to other organism	3	3/732	AN5003/AN8041/AN0182
TRUE	FALSE	3	GO:0044419	interspecies interaction between organisms	17	17/732	AN5003/AN4755/AN4592/AN8041/AN4238/AN4215/AN4052/AN7632/AN5823/AN6892/AN0235/AN0182/AN1833/AN1844/AN3387/AN3307/AN10367
TRUE	FALSE	3	GO:0051703	intraspecies interaction between organisms	6	6/732	AN4723/AN4052/AN10902/AN0806/AN0182/AN10367
TRUE	FALSE	3	GO:0098630	aggregation of unicellular organisms	1	1/732	AN10367
TRUE	FALSE	3	GO:0050789	regulation of biological process	115	115/732	AN5003/AN4963/AN4818/AN4785/AN4775/AN4723/AN4571/AN4570/AN4564/AN4407/AN4402/AN8858/AN8825/AN8691/AN8672/AN7896/AN7923/AN8041/AN8080/AN8233/AN4270/AN4238/AN4215/AN4134/AN4096/AN4035/AN3986/AN3946/AN10491/AN3868/AN3755/AN11722/AN7189/AN7169/AN7149/AN7436/AN7459/AN7464/AN7506/AN7508/AN7632/AN11994/AN7698/AN7723/AN11008/AN7753/AN6115/AN10761/AN5820/AN6568/AN6569/AN6617/AN6846/AN6892/AN6893/AN6921/AN11222/AN9516/AN1265/AN1255/AN1182/AN1162/AN10164/AN0885/AN0817/AN0721/AN0703/AN0634/AN0533/AN10083/AN0235/AN0202/AN0182/AN0091/AN0055/AN8918/AN1612/AN1720/AN1797/AN1844/AN1859/AN2046/AN2136/AN2172/AN2270/AN2276/AN2285/AN10294/AN2412/AN2437/AN2474/AN11185/AN11169/AN9065/AN3450/AN3387/AN3280/AN3216/AN3129/AN3116/AN3090/AN3050/AN2862/AN2763/AN2687/AN2667/AN8345/AN8346/AN5220/AN5787/AN5694/AN5611/AN10682/AN5482/AN5299
TRUE	FALSE	3	GO:0065008	regulation of biological quality	41	41/732	AN5008/AN4963/AN4564/AN4407/AN4402/AN8672/AN8080/AN8205/AN4270/AN4238/AN4215/AN3753/AN7149/AN7436/AN7459/AN7464/AN7571/AN7632/AN7698/AN7753/AN6053/AN6045/AN5823/AN6569/AN6921/AN1265/AN1255/AN1182/AN10164/AN0817/AN0703/AN0182/AN1797/AN1833/AN2285/AN10367/AN3117/AN3084/AN2687/AN8346/AN5614
TRUE	FALSE	3	GO:0065009	regulation of molecular function	9	9/732	AN4407/AN3755/AN7465/AN6892/AN6921/AN0182/AN3450/AN3090/AN10682
TRUE	FALSE	3	GO:0044085	cellular component biogenesis	45	45/732	AN5082/AN5008/AN4963/AN4740/AN4731/AN4570/AN4407/AN8691/AN11055/AN12344/AN4270/AN4238/AN4052/AN7698/AN7723/AN6255/AN6083/AN5818/AN6893/AN1266/AN1182/AN1162/AN10164/AN1066/AN1002/AN0703/AN0667/AN0235/AN0182/AN0091/AN1554/AN2285/AN2414/AN2419/AN2432/AN2437/AN3363/AN3116/AN2862/AN2687/AN10708/AN10717/AN5774/AN5586/AN11813
TRUE	FALSE	3	GO:0051410	detoxification of nitrogen compound	1	1/732	AN7169
TRUE	FALSE	3	GO:0061687	detoxification of inorganic compound	1	1/732	AN8346
